id,naslov,avtor,ocene,povprecje,stevilo_glasujocih,tocke
20829994,Percy Jackson's Greek Gods,Rick Riordan,"32,946",4.50,21,"1,802"
20388847,The Book of Occult,Simon W. Clark,207,3.92,18,"1,800"
28051004,The Invisible Game: The Mindset of a Winning Team,Zoltan Andrejkovics,119,4.56,18,"1,798"
15055,Oranges Are Not the Only Fruit,Jeanette Winterson,"42,557",3.75,27,"1,797"
6315602,My Soul to Take,Rachel Vincent,"38,254",3.88,24,"1,795"
171020,A Mango-Shaped Space,Wendy Mass,"23,113",4.22,19,"1,795"
2199,Team of Rivals: The Political Genius of Abraham Lincoln,Doris Kearns Goodwin,"114,719",4.29,23,"1,794"
220826,Kürk Mantolu Madonna,Sabahattin Ali,"24,207",4.48,19,"1,792"
125404,The Indian in the Cupboard,Lynne Reid Banks,"84,373",3.90,32,"1,791"
37586,The Lost Colony,Eoin Colfer,"119,716",4.00,26,"1,789"
1524173,The Sorcerer in the North,John Flanagan,"47,842",4.26,23,"1,788"
18132276,Spellbound in His Arms,Angel Sefer,316,4.03,19,"1,788"
118389,The Love Song of J. Alfred Prufrock and Other Poems,T.S. Eliot,"16,868",4.32,30,"1,787"
2159225,The Mysterious Benedict Society and the Perilous Journey,Trenton Lee Stewart,"35,417",4.20,22,"1,787"
68418,The Dark Elf Trilogy Collector's Edition,R.A. Salvatore,"22,810",4.33,27,"1,786"
114955,The Arctic Incident,Eoin Colfer,"117,484",3.95,24,"1,784"
23513349,Milk and Honey,Rupi Kaur,"129,517",4.20,20,"1,783"
15047,The Passion,Jeanette Winterson,"15,484",4.12,24,"1,781"
98573,Harold and the Purple Crayon,Crockett Johnson,"111,901",4.24,29,"1,778"
15729539,NOS4A2,Joe Hill,"64,294",4.06,21,"1,776"
9681214,The Goddess Test,Aimee Carter,"48,234",3.82,22,"1,772"
16343,The Mysterious Affair at Styles,Agatha Christie,"165,419",3.98,26,"1,770"
7743175,A Memory of Light,Robert Jordan,"80,931",4.50,21,"1,769"
7704143,تراب الماس,أحمد مراد,"46,419",4.08,19,"1,768"
6316171,Hate List,Jennifer Brown,"45,625",4.03,21,"1,767"
9897164,Apollyon,Jennifer L. Armentrout,"35,661",4.40,25,"1,767"
18414,Utopia,Thomas More,"46,896",3.51,30,"1,765"
11761,Underworld,Don DeLillo,"23,065",3.92,23,"1,763"
8635145,Embrace,Jessica Shirvington,"23,464",4.01,24,"1,763"
12995284,Dreamless,Josephine Angelini,"34,890",4.20,21,"1,760"
854757,Bet Me,Jennifer Crusie,"75,926",3.94,25,"1,760"
11570,Dreamcatcher,Stephen King,"127,955",3.60,30,"1,758"
769483,Magyk,Angie Sage,"93,884",3.80,29,"1,757"
9915,Less Than Zero,Bret Easton Ellis,"52,989",3.59,22,"1,756"
1519,The Oresteia,Aeschylus,"29,566",4.00,27,"1,754"
301736,Guess How Much I Love You,Sam McBratney,"110,716",4.36,29,"1,753"
2978,Lost Horizon,James Hilton,"13,621",3.91,27,"1,752"
11381643,Playing for Keeps,R.L. Mathewson,"93,737",4.07,22,"1,752"
17020,13 Little Blue Envelopes,Maureen Johnson,"71,959",3.64,22,"1,750"
63720,The Fifth Elephant,Terry Pratchett,"48,907",4.25,27,"1,749"
8680,Fierce Invalids Home from Hot Climates,Tom Robbins,"24,130",4.02,22,"1,747"
29396,Furies of Calderon,Jim Butcher,"77,769",4.12,22,"1,747"
7331435,A Visit from the Goon Squad,Jennifer Egan,"145,683",3.65,22,"1,747"
4989,The Red Tent,Anita Diamant,"457,214",4.16,"1,959","175,302"
37435,The Secret Life of Bees,Sue Monk Kidd,"963,518",4.02,"1,959","171,314"
5470,1984,George Orwell,"2,198,912",4.15,"1,819","163,222"
7171637,Clockwork Angel,Cassandra Clare,"539,394",4.34,"1,730","157,284"
2187,Middlesex,Jeffrey Eugenides,"520,656",3.98,"1,693","151,737"
5,Harry Potter and the Prisoner of Azkaban,J.K. Rowling,"2,062,318",4.53,"1,638","144,165"
2623,Great Expectations,Charles Dickens,"528,516",3.75,"1,602","139,918"
24583,The Adventures of Tom Sawyer,Mark Twain,"617,596",3.90,"1,708","139,055"
49552,The Stranger,Albert Camus,"508,471",3.96,"1,562","135,478"
70401,On the Road,Jack Kerouac,"286,889",3.64,"1,525","134,624"
117833,The Master and Margarita,Mikhail Bulgakov,"168,541",4.32,"1,461","134,030"
16299,And Then There Were None,Agatha Christie,"503,634",4.24,"1,567","134,028"
6310,Charlie and the Chocolate Factory,Roald Dahl,"516,021",4.11,"1,599","133,714"
113436,Eragon,Christopher Paolini,"1,174,500",3.87,"1,505","131,189"
11588,The Shining,Stephen King,"858,031",4.18,"1,549","130,512"
4948,The Very Hungry Caterpillar,Eric Carle,"319,979",4.29,"1,515","129,634"
6900,Tuesdays with Morrie,Mitch Albom,"613,883",4.07,"1,468","128,158"
18373,Flowers for Algernon,Daniel Keyes,"356,002",4.08,"1,468","125,714"
9717,The Unbearable Lightness of Being,Milan Kundera,"259,622",4.09,"1,409","125,562"
1232,The Shadow of the Wind,Carlos Ruiz Zafón,"335,622",4.25,"1,388","125,477"
99561,Looking for Alaska,John Green,"875,933",4.08,"1,363","124,736"
1618,The Curious Incident of the Dog in the Night-Time,Mark Haddon,"941,226",3.86,"1,428","123,886"
485894,The Metamorphosis,Franz Kafka,"443,180",3.79,"1,448","122,541"
12296,The Scarlet Letter,Nathaniel Hawthorne,"578,959",3.38,"1,516","121,976"
186074,The Name of the Wind,Patrick Rothfuss,"486,135",4.55,"1,291","121,596"
119073,The Name of the Rose,Umberto Eco,"234,294",4.11,"1,406","121,302"
6339664,"Hush, Hush",Becca Fitzpatrick,"479,955",3.99,"1,330","120,311"
6,Harry Potter and the Goblet of Fire,J.K. Rowling,"1,947,895",4.53,"1,383","119,285"
3431,The Five People You Meet in Heaven,Mitch Albom,"483,454",3.90,"1,363","118,327"
168642,In Cold Blood,Truman Capote,"417,865",4.05,"1,390","117,211"
22034,The Godfather,Mario Puzo,"276,709",4.36,"1,382","116,762"
256008,Lonesome Dove,Larry McMurtry,"120,344",4.47,"1,276","113,740"
233093,The Cat in the Hat,Dr. Seuss,"327,475",4.15,"1,398","113,217"
5759,Fight Club,Chuck Palahniuk,"402,516",4.20,"1,254","108,826"
1,Harry Potter and the Half-Blood Prince,J.K. Rowling,"1,865,156",4.54,"1,270","108,056"
114345,The Little House Collection,Laura Ingalls Wilder,"130,477",4.33,"1,272","107,446"
38709,Holes,Louis Sachar,"800,764",3.94,"1,285","107,096"
472331,Watchmen,Alan Moore,"427,630",4.35,"1,202","106,167"
1423,The Compleat Works of Wllm Shkspr,Reduced Shakespeare Company,"7,594",4.47,"1,215","106,003"
6656,The Divine Comedy,Dante Alighieri,"91,821",4.06,"1,253","105,521"
4407,American Gods,Neil Gaiman,"561,469",4.11,"1,177","103,987"
34268,Peter Pan,J.M. Barrie,"206,532",4.10,"1,290","103,556"
2802316,Shadow Kiss,Richelle Mead,"288,504",4.37,"1,132","101,998"
355697,All Quiet on the Western Front,Erich Maria Remarque,"279,974",3.93,"1,197","101,792"
343,Perfume: The Story of a Murderer,Patrick Süskind,"236,467",4.00,"1,160","101,087"
11735983,Insurgent,Veronica Roth,"975,937",4.06,"1,137","100,353"
100915,"The Lion, the Witch, and the Wardrobe",C.S. Lewis,"1,674,216",4.20,"1,259","100,021"
3473,A Walk to Remember,Nicholas Sparks,"565,326",4.15,"1,164","99,777"
4502507,The Last Olympian,Rick Riordan,"520,945",4.50,"1,133","98,689"
9712,Love in the Time of Cholera,Gabriel García Márquez,"332,687",3.89,"1,176","98,576"
830502,It,Stephen King,"543,019",4.20,"1,142","97,692"
3412,The Thorn Birds,Colleen McCullough,"274,105",4.22,"1,175","97,036"
7126,The Count of Monte Cristo,Alexandre Dumas,"621,507",4.22,"1,112","95,733"
113946,How the Grinch Stole Christmas!,Dr. Seuss,"267,552",4.36,"1,198","92,775"
37415,Their Eyes Were Watching God,Zora Neale Hurston,"205,548",3.87,"1,065","92,268"
2282133,Frostbite,Richelle Mead,"275,602",4.30,"1,040","91,720"
19501,"Eat, Pray, Love",Elizabeth Gilbert,"1,246,340",3.51,"1,054","90,918"
6867,Atonement,Ian McEwan,"375,480",3.88,"1,090","90,609"
92303,The Importance of Being Earnest,Oscar Wilde,"245,406",4.17,"1,129","90,536"
13,The Ultimate Hitchhiker's Guide to the Galaxy,Douglas Adams,"244,529",4.38,"1,064","90,300"
7190,The Three Musketeers,Alexandre Dumas,"229,742",4.06,"1,123","89,561"
32929,Goodnight Moon,Margaret Wise Brown,"258,568",4.27,"1,112","89,546"
236093,The Wonderful Wizard of Oz,L. Frank Baum,"290,285",3.98,"1,168","89,448"
7784,The Lorax,Dr. Seuss,"233,915",4.35,"1,062","87,144"
5996153,Blood Promise,Richelle Mead,"249,449",4.35,990,"87,031"
526787,Where the Red Fern Grows,Wilson Rawls,"287,854",4.05,989,"85,363"
1078,The Good Earth,Pearl S. Buck,"197,509",3.97,"1,037","85,340"
15881,Harry Potter and the Chamber of Secrets,J.K. Rowling,"2,005,792",4.38,"1,031","84,597"
32261,Tess of the D'Urbervilles,Thomas Hardy,"199,029",3.77,"1,006","82,102"
2547,The Prophet,Kahlil Gibran,"171,707",4.23,983,"81,647"
1622,A Midsummer Night's Dream,William Shakespeare,"375,650",3.94,"1,074","81,142"
402045,The Mists of Avalon,Marion Zimmer Bradley,"167,296",4.12,952,"80,418"
4900,Heart of Darkness,Joseph Conrad,"323,950",3.42,985,"79,216"
7763,The Joy Luck Club,Amy Tan,"534,900",3.90,980,"77,931"
12067,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",Terry Pratchett,"346,403",4.25,876,"76,664"
71728,Jonathan Livingston Seagull,Richard Bach,"157,131",3.81,931,"76,029"
2120932,The Battle of the Labyrinth,Rick Riordan,"559,239",4.39,898,"75,834"
378,The Phantom Tollbooth,Norton Juster,"194,116",4.22,877,"74,944"
13023,Alice in Wonderland,Jane Carruth,"348,845",4.03,980,"74,800"
1852,The Call of the Wild,Jack London,"259,217",3.83,967,"73,955"
2175,Madame Bovary,Gustave Flaubert,"195,754",3.65,927,"73,633"
5060378,The Girl Who Played with Fire,Stieg Larsson,"675,812",4.23,912,"73,166"
28186,The Sea of Monsters,Rick Riordan,"575,553",4.23,881,"73,136"
10818853,Fifty Shades of Grey,E.L. James,"1,485,474",3.66,823,"73,037"
191139,"Oh, The Places You'll Go!",Dr. Seuss,"272,245",4.35,923,"72,699"
2839,Bridge to Terabithia,Katherine Paterson,"366,010",3.98,921,"72,365"
561456,The Titan's Curse,Rick Riordan,"517,348",4.34,868,"71,987"
18335634,Clockwork Princess,Cassandra Clare,"259,621",4.59,806,"71,844"
18254,Oliver Twist,Charles Dickens,"264,411",3.85,972,"71,651"
7938275,The Hunger Games Trilogy Boxset,Suzanne Collins,"164,420",4.49,834,"71,089"
2696,The Canterbury Tales,Geoffrey Chaucer,"162,199",3.49,934,"70,208"
1295,The Clan of the Cave Bear,Jean M. Auel,"192,425",4.02,862,"69,976"
6186357,The Maze Runner,James Dashner,"818,613",4.03,793,"69,247"
338798,Ulysses,James Joyce,"89,971",3.74,824,"69,176"
295,Treasure Island,Robert Louis Stevenson,"324,861",3.82,929,"68,641"
5907,The Hobbit,J.R.R. Tolkien,"2,288,654",4.25,831,"68,549"
10799,A Farewell to Arms,Ernest Hemingway,"214,360",3.79,877,"68,441"
7069,The World According to Garp,John Irving,"182,925",4.07,845,"68,198"
27712,The Neverending Story,Michael Ende,"129,047",4.18,824,"67,051"
58696,David Copperfield,Charles Dickens,"169,429",3.97,877,"66,273"
8253920,Towers of Midnight,Robert Jordan,"101,935",4.42,25,"1,746"
8909152,Attachments,Rainbow Rowell,"127,856",3.94,20,"1,744"
86560,Rubaiyat of Omar Khayyam,Omar Khayyám,"14,397",4.18,29,"1,740"
6218281,The Sweetness at the Bottom of the Pie,Alan Bradley,"112,919",3.81,24,"1,739"
228296,Rosemary's Baby,Ira Levin,"87,585",3.97,30,"1,738"
539387,"The Holy Bible: New American Standard Version, NASB",Anonymous,"4,039",4.56,23,"1,737"
15739018,Taking Chances,Molly McAdams,"43,153",3.87,20,"1,736"
43944,Suite Française,Irène Némirovsky,"51,440",3.82,22,"1,735"
5196,Tara Road,Maeve Binchy,"64,708",3.89,25,"1,734"
3392089,The Winter Sea,Susanna Kearsley,"49,504",4.07,20,"1,732"
6001011,Rooftops of Tehran,Mahbod Seraji,"5,946",4.03,18,"1,731"
1499952,Daddy-Long-Legs,Jean Webster,"30,416",4.10,24,"1,730"
1675216,Found,Margaret Peterson Haddix,"33,802",3.98,24,"1,730"
81959,As a Man Thinketh,James Allen,"38,497",4.29,22,"1,729"
1388813,Midnight Awakening,Lara Adrian,"37,248",4.25,21,"1,726"
30244,The Killing Dance,Laurell K. Hamilton,"61,249",4.12,26,"1,723"
4570679,Going Too Far,Jennifer Echols,"36,632",3.93,22,"1,722"
43877,The Monk Who Sold His Ferrari: A Fable About Fulfilling Your Dreams  Reaching Your Destiny,Robin S. Sharma,"70,256",3.79,19,"1,721"
227865,The Eternity Code,Eoin Colfer,"104,580",4.04,24,"1,720"
102030,Musashi,Eiji Yoshikawa,"12,375",4.43,19,"1,717"
262430,Gregor the Overlander,Suzanne Collins,"75,509",4.00,24,"1,712"
7243142,Keys to the Demon Prison,Brandon Mull,"62,221",4.42,21,"1,707"
17407748,The Longest Ride,Nicholas Sparks,"92,771",4.14,19,"1,707"
103159,The Forsyte Saga,John Galsworthy,"16,479",4.16,25,"1,706"
460635,The Bone People,Keri Hulme,"16,831",4.06,22,"1,706"
18930938,Fruzzle's Mystery Talent: A Bed Time Fantasy Story for Children ages 3-10,Karen Brueggeman,67,4.54,18,"1,705"
2921082,The Maze of Bones,Rick Riordan,"64,365",3.83,24,"1,700"
15711341,Written in Red,Anne Bishop,"36,345",4.29,22,"1,698"
53926,Travesuras de la niña mala,Mario Vargas Llosa,"20,373",4.04,19,"1,697"
11367726,Defending Jacob,William Landay,"210,976",3.97,23,"1,696"
11306,The Dark Is Rising Sequence,Susan Cooper,"13,510",4.29,31,"1,695"
341879,Just Kids,Patti Smith,"126,874",4.14,22,"1,695"
25437891,The V Girl,Mya Robarts,"4,406",4.01,18,"1,695"
28634,Immortality,Milan Kundera,"24,204",4.12,20,"1,694"
6368610,Radiant Shadows,Melissa Marr,"35,054",3.97,25,"1,693"
1255781,Have a Little Faith: a True Story,Mitch Albom,"64,901",4.16,20,"1,692"
6421588,Hourglass,Claudia Gray,"41,297",3.79,27,"1,690"
10766509,The Best of Me,Nicholas Sparks,"122,432",3.91,22,"1,689"
672948,Arch of Triumph: A Novel of a Man Without a Country,Erich Maria Remarque,"14,166",4.40,21,"1,687"
331256,Roadside Picnic,Arkady Strugatsky,"27,186",4.21,20,"1,687"
6715394,The Moses Expedition,Juan Gomez-Jurado,"1,909",3.68,17,"1,686"
21031,When Nietzsche Wept,Irvin D. Yalom,"27,696",4.27,19,"1,686"
715791,Kiss of Crimson,Lara Adrian,"35,625",4.17,24,"1,685"
24536832,Song Bird: Matters of the Heart,Christine M. Knight,37,4.68,17,"1,685"
88389,The Discovery of Heaven,Harry Mulisch,"9,678",4.17,18,"1,683"
711901,Lone Survivor: The Eyewitness Account of Operation Redwing and the Lost Heroes of SEAL Team 10,Marcus Luttrell,"61,525",4.34,19,"1,683"
6217,Kristin Lavransdatter,Sigrid Undset,"6,378",4.28,22,"1,681"
1268479,Warbreaker,Brandon Sanderson,"70,638",4.23,19,"1,680"
214614,Desert Solitaire,Edward Abbey,"30,986",4.22,23,"1,678"
18754855,The Meat Market,James Chalk,388,3.69,17,"1,675"
672875,Le Morte d'Arthur: King Arthur and the Legends of the Round Table,Thomas Malory,"30,501",3.92,30,"1,673"
6934395,Midnight,L.J. Smith,"23,393",3.79,21,"1,672"
48002,Thief of Time,Terry Pratchett,"49,561",4.25,27,"1,668"
2029177,Sundays at Tiffany's,James Patterson,"59,846",3.75,22,"1,667"
7800188,Virals,Kathy Reichs,"32,954",3.94,22,"1,664"
41667,My Side of the Mountain,Jean Craighead George,"52,366",4.03,23,"1,664"
8709524,Silver Shadows,Richelle Mead,"44,258",4.36,20,"1,662"
143534,The Gift of the Magi,O. Henry,"72,332",4.08,29,"1,661"
9998,The Woman in the Dunes,Kōbō Abe,"14,865",3.91,22,"1,659"
25111004,November 9,Colleen Hoover,"66,018",4.40,19,"1,657"
175983,Memories of Ice,Steven Erikson,"35,047",4.39,17,"1,654"
5130,Island,Aldous Huxley,"17,639",3.87,20,"1,654"
248470,River Secrets,Shannon Hale,"29,964",4.03,22,"1,653"
7913305,The Immortals of Meluha,Amish Tripathi,"74,603",4.02,19,"1,652"
6582637,Archangel's Kiss,Nalini Singh,"41,087",4.24,23,"1,652"
5809,V.,Thomas Pynchon,"16,563",3.97,20,"1,650"
360,Mostly Harmless,Douglas Adams,"86,679",3.97,26,"1,650"
7094569,Feed,Mira Grant,"43,575",3.86,20,"1,647"
51504,Post Office,Charles Bukowski,"71,654",4.00,23,"1,645"
6905534,Raised by Wolves,Jennifer Lynn Barnes,"25,964",3.94,21,"1,644"
17455585,White Hot Kiss,Jennifer L. Armentrout,"33,297",4.27,21,"1,643"
545951,Death Comes for the Archbishop,Willa Cather,"23,818",3.88,24,"1,642"
9838,The Bookseller of Kabul,Åsne Seierstad,"35,045",3.76,24,"1,642"
1297123,The Black Obelisk,Erich Maria Remarque,"7,529",4.34,20,"1,639"
83763,Prey,Michael Crichton,"140,550",3.73,24,"1,638"
10165727,Froi of the Exiles,Melina Marchetta,"14,745",4.29,20,"1,637"
5306,Travels with Charley: In Search of America,John Steinbeck,"54,215",4.07,24,"1,635"
62032,The 13½ Lives of Captain Bluebear,Walter Moers,"14,278",4.21,19,"1,634"
15796700,Americanah,Chimamanda Ngozi Adichie,"148,794",4.27,20,"1,634"
18943,Confessions of an Ugly Stepsister,Gregory Maguire,"53,124",3.52,24,"1,633"
6596,The Four Agreements: A Practical Guide to Personal Freedom,Miguel Ruiz,"120,202",4.12,21,"1,633"
104189,"Same Kind of Different as Me: a modern-day slave, an international art dealer, and the unlikely woman who bound them together",Ron Hall,"62,187",4.22,19,"1,633"
144800,The Raw Shark Texts,Steven Hall,"14,205",3.87,22,"1,632"
18136407,Crashing Down to Earth,Terry  Reid,87,4.33,17,"1,628"
13638125,Vicious,V.E. Schwab,"32,647",4.26,19,"1,628"
4978,Wolves of the Calla,Stephen King,"118,687",4.18,27,"1,627"
13624688,The Time Keeper,Mitch Albom,"83,266",3.85,19,"1,627"
67931,The Analyst,John Katzenbach,"22,597",4.12,17,"1,626"
4516,Marina,Carlos Ruiz Zafón,"26,957",4.00,19,"1,623"
13538873,Mr. Penumbra's 24-Hour Bookstore,Robin Sloan,"134,852",3.75,20,"1,619"
16130549,Doctor Sleep,Stephen King,"122,929",4.10,20,"1,615"
2679633,Pleasure Unbound,Larissa Ione,"43,971",4.07,22,"1,614"
12680907,Bitterblue,Kristin Cashore,"83,193",4.01,23,"1,612"
183656,The Two Princesses of Bamarre,Gail Carson Levine,"59,932",4.03,25,"1,610"
5632446,Columbine,Dave Cullen,"51,110",4.27,22,"1,610"
200572,My Man Jeeves,P.G. Wodehouse,"28,090",4.13,26,"1,609"
48757,The Tao of Pooh,Benjamin Hoff,"80,731",4.01,26,"1,609"
18798983,The Wrath and the Dawn,Renee Ahdieh,"73,304",4.18,18,"1,609"
45102,Ship of Destiny,Robin Hobb,"41,580",4.21,19,"1,608"
53061,Death in Venice,Thomas Mann,"24,905",3.74,17,"1,608"
37442,Wicked: The Life and Times of the Wicked Witch of the West,Gregory Maguire,"529,815",3.52,802,"66,178"
1217100,Thirteen Reasons Why,Jay Asher,"596,721",4.01,749,"65,565"
37470,The Other Boleyn Girl,Philippa Gregory,"407,185",4.04,793,"64,788"
62291,A Storm of Swords,George R.R. Martin,"547,214",4.54,742,"64,325"
402093,Shōgun,James Clavell,"120,065",4.37,786,"64,191"
6527740,Last Sacrifice,Richelle Mead,"226,231",4.42,737,"63,503"
4588,Extremely Loud and Incredibly Close,Jonathan Safran Foer,"330,319",3.97,727,"63,427"
6487308,Fallen,Lauren Kate,"422,689",3.74,726,"63,170"
375013,Schindler's List,Thomas Keneally,"114,987",4.34,829,"62,828"
18116,His Dark Materials,Philip Pullman,"105,044",4.26,732,"62,621"
310612,A Confederacy of Dunces,John Kennedy Toole,"191,667",3.89,692,"60,106"
3876,The Sun Also Rises,Ernest Hemingway,"311,714",3.83,763,"60,011"
6479259,Spirit Bound,Richelle Mead,"239,047",4.36,702,"60,009"
3008,A Little Princess,Frances Hodgson Burnett,"228,849",4.19,766,"59,845"
514811,The Secret Magdalene,Ki Longfellow,"3,226",4.21,614,"59,784"
144974,The Velveteen Rabbit,Margery Williams Bianco,"191,783",4.29,778,"57,815"
6149,Beloved,Toni Morrison,"253,824",3.78,721,"57,428"
6424171,Jurassic Park,Michael Crichton,"672,374",3.98,725,"57,316"
39999,The Boy in the Striped Pajamas,John Boyne,"348,499",4.11,716,"57,255"
7332,The Silmarillion,J.R.R. Tolkien,"167,229",3.88,680,"56,012"
17250,The Crucible,Arthur Miller,"263,040",3.55,742,"55,839"
135479,Cat's Cradle,Kurt Vonnegut,"283,776",4.18,680,"55,764"
2865,Girl with a Pearl Earring,Tracy Chevalier,"519,605",3.86,718,"55,262"
16304,Murder on the Orient Express,Agatha Christie,"219,225",4.16,729,"55,166"
5203,She's Come Undone,Wally Lamb,"275,247",3.85,666,"55,023"
6068551,Shiver,Maggie Stiefvater,"379,580",3.78,637,"54,988"
5659,The Wind in the Willows,Kenneth Grahame,"146,617",3.98,729,"54,485"
561909,The Hiding Place: The Triumphant True Story of Corrie Ten Boom,Corrie ten Boom,"190,365",4.42,649,"54,338"
30118,A Light in the Attic,Shel Silverstein,"317,973",4.34,720,"54,086"
7736182,The Lost Hero,Rick Riordan,"506,227",4.35,647,"53,509"
1375,The Iliad/The Odyssey,Homer,"53,061",4.03,712,"53,495"
12691,Marley and Me: Life and Love With the World's Worst Dog,John Grogan,"392,686",4.12,665,"53,490"
9777,The God of Small Things,Arundhati Roy,"190,638",3.92,628,"53,343"
10025305,Clockwork Prince,Cassandra Clare,"349,188",4.46,627,"53,019"
17690,The Trial,Franz Kafka,"169,553",3.99,658,"52,914"
23807,The Silence of the Lambs,Thomas Harris,"376,766",4.15,685,"52,641"
6752378,City of Fallen Angels,Cassandra Clare,"388,365",4.16,650,"52,547"
24770,Uglies,Scott Westerfeld,"481,006",3.86,625,"52,421"
17383917,The Screwtape Letters,C.S. Lewis,"251,301",4.21,646,"52,323"
30183,Marked,P.C. Cast,"381,218",3.79,606,"51,382"
9361589,The Night Circus,Erin Morgenstern,"500,457",4.04,581,"50,816"
480204,The Phantom of the Opera,Gaston Leroux,"163,651",3.97,655,"50,573"
24337,Ella Enchanted,Gail Carson Levine,"354,817",3.97,626,"50,095"
11275,The Wind-Up Bird Chronicle,Haruki Murakami,"167,276",4.17,558,"49,864"
10975,The Sound and the Fury,William Faulkner,"137,064",3.86,618,"49,299"
10507293,The Selection,Kiera Cass,"588,366",4.15,557,"49,025"
4069,Man's Search for Meaning,Viktor E. Frankl,"213,755",4.34,573,"48,887"
4502877,Midnight Sun,Stephenie Meyer,"139,414",4.03,568,"48,512"
1812457,The Shack,William Paul Young,"452,066",3.74,575,"48,291"
7745,Fear and Loathing in Las Vegas,Hunter S. Thompson,"251,070",4.09,578,"47,839"
546018,Roots: The Saga of an American Family,Alex Haley,"126,168",4.42,628,"47,775"
2526,Blindness,José Saramago,"140,582",4.08,551,"47,598"
233818,Island of the Blue Dolphins,Scott O'Dell,"251,525",3.81,609,"47,352"
46170,For Whom the Bell Tolls,Ernest Hemingway,"212,323",3.96,645,"47,063"
350,Stranger in a Strange Land,Robert A. Heinlein,"236,108",3.91,581,"46,683"
10572,A Clash of Kings,George R.R. Martin,"633,615",4.41,571,"46,665"
24812,The Complete Calvin and Hobbes,Bill Watterson,"30,790",4.82,581,"46,300"
2728527,The Guernsey Literary and Potato Peel Pie Society,Mary Ann Shaffer,"437,205",4.12,562,"45,704"
11614718,Delirium,Lauren Oliver,"364,685",3.99,522,"45,576"
9328,The House of the Spirits,Isabel Allende,"145,572",4.20,576,"45,446"
227711,I Know This Much Is True,Wally Lamb,"263,140",4.17,542,"45,371"
6892870,The Girl Who Kicked the Hornet's Nest,Stieg Larsson,"544,551",4.21,575,"44,953"
11505797,Beautiful Disaster,Jamie McGuire,"457,992",4.14,505,"44,903"
32234,White Oleander,Janet Fitch,"260,056",3.94,560,"44,860"
28881,"Lamb: The Gospel According to Biff, Christ's Childhood Pal",Christopher Moore,"129,703",4.26,496,"44,425"
12996,Othello,William Shakespeare,"263,804",3.88,642,"44,424"
43814,The Vampire Lestat,Anne Rice,"154,754",4.06,567,"44,260"
11566,The Green Mile,Stephen King,"198,867",4.42,575,"44,240"
7896527,Throne of Glass,Sarah J. Maas,"368,143",4.23,489,"43,964"
6801755,Flow Down Like Silver: Hypatia of Alexandria,Ki Longfellow,"1,872",4.46,453,"43,877"
43545,The Once and Future King,T.H. White,"84,486",4.08,542,"43,768"
6148028,Catching Fire,Suzanne Collins,"2,042,263",4.30,534,"43,328"
12938,King Lear,William Shakespeare,"151,940",3.90,596,"43,285"
6442769,Paper Towns,John Green,"679,928",3.87,506,"43,198"
12505,The Idiot,Fyodor Dostoyevsky,"96,218",4.18,551,"42,759"
1845,Into the Wild,Jon Krakauer,"700,099",3.95,542,"42,722"
10692,The Historian,Elizabeth Kostova,"213,523",3.77,517,"42,677"
10614,Misery,Stephen King,"372,785",4.12,560,"42,419"
439288,Speak,Laurie Halse Anderson,"387,147",4.00,520,"41,999"
46787,Uncle Tom's Cabin,Harriet Beecher Stowe,"162,526",3.84,586,"41,710"
6689,James and the Giant Peach,Roald Dahl,"302,857",4.00,587,"41,682"
14497,Neverwhere,Neil Gaiman,"320,286",4.18,510,"41,661"
16981,Invisible Man,Ralph Ellison,"131,972",3.84,520,"41,025"
40440,The Thirteenth Tale,Diane Setterfield,"234,675",3.95,496,"40,911"
18929854,All Creatures Great and Small,James Herriot,"100,071",4.31,544,"40,801"
6294,Howl's Moving Castle,Diana Wynne Jones,"147,891",4.30,490,"40,750"
27494,Leaves of Grass,Walt Whitman,"70,033",4.12,551,"40,729"
28194,Inkheart,Cornelia Funke,"308,475",3.86,517,"40,606"
10365,Where the Red Fern Grows,Wilson Rawls,"287,854",4.05,463,"39,866"
15997,Paradise Lost,John Milton,"107,924",3.80,543,"39,832"
39662,Different Seasons,Stephen King,"143,686",4.34,539,"39,785"
3236307,Graceling,Kristin Cashore,"310,453",4.10,469,"39,751"
19380,Candide,Voltaire,"178,951",3.76,528,"39,735"
11235712,Cinder,Marissa Meyer,"494,693",4.15,458,"39,579"
4687,The Cider House Rules,John Irving,"137,788",4.11,532,"39,251"
569564,The Complete Works,William Shakespeare,"46,599",4.49,506,"39,205"
133518,The Things They Carried,Tim O'Brien,"195,556",4.12,477,"38,965"
16902,Walden,Henry David Thoreau,"125,380",3.80,509,"37,941"
37732,"Are You There God? It's Me, Margaret",Judy Blume,"165,779",3.89,509,"37,936"
93,Heidi,Johanna Spyri,"157,144",3.97,532,"37,923"
228560,Sophie's Choice,William Styron,"72,778",4.19,508,"37,351"
29579,Foundation,Isaac Asimov,"312,978",4.13,461,"37,212"
58345,The Awakening,Kate Chopin,"143,266",3.63,477,"37,196"
10959,Sophie's World,Jostein Gaarder,"149,089",3.89,449,"37,047"
188572,The Complete Sherlock Holmes,Arthur Conan Doyle,"131,094",4.50,483,"36,786"
16735,The Prince of Tides,Pat Conroy,"169,554",4.23,480,"36,485"
29044,The Secret History,Donna Tartt,"201,834",4.08,427,"36,348"
