id,naslov,avtor,ocene,povprecje,stevilo_glasujocih,tocke
827,"The Diamond Age: Or, A Young Lady's Illustrated Primer",Neal Stephenson,"68,812",4.19,48,"4,065"
331319,An American Tragedy,Theodore Dreiser,"27,743",3.94,64,"4,059"
12893742,The Serpent's Shadow,Rick Riordan,"93,893",4.29,48,"4,056"
38743,All Things Bright and Beautiful,James Herriot,"60,573",4.30,64,"4,046"
45974,The Book of Disquiet,Fernando Pessoa,"14,133",4.50,46,"4,042"
5886881,Dark Places,Gillian Flynn,"410,796",3.92,48,"4,038"
29641,The End of the Affair,Graham Greene,"36,327",3.96,61,"4,032"
5166,Midwives,Chris Bohjalian,"138,104",3.97,65,"4,026"
15575,The Sword of Shannara,Terry Brooks,"69,912",3.76,55,"4,019"
9736930,Before I Go to Sleep,S.J. Watson,"223,661",3.88,48,"4,018"
7933292,Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,Todd Burpo,"245,065",4.01,54,"4,008"
7572,Even Cowgirls Get the Blues,Tom Robbins,"44,907",3.75,65,"4,008"
13376,The House of the Scorpion,Nancy Farmer,"67,020",4.10,47,"3,998"
38980,The Princess Diaries,Meg Cabot,"206,936",3.76,56,"3,997"
2479827,"Eragon, Eldest &amp; Brisingr",Christopher Paolini,"28,469",4.20,62,"3,994"
9809,Invisible Cities,Italo Calvino,"41,774",4.19,48,"3,991"
6479550,Magic Bleeds,Ilona Andrews,"56,808",4.46,51,"3,987"
34517,Reaper Man,Terry Pratchett,"65,365",4.28,56,"3,983"
15858248,Wallbanger,Alice Clayton,"148,933",4.09,50,"3,975"
17878931,Red Queen,Victoria Aveyard,"331,975",4.08,44,"3,964"
15731779,Entwined with You,Sylvia Day,"160,834",4.19,49,"3,962"
420404,Yertle the Turtle and Other Stories,Dr. Seuss,"28,156",4.14,66,"3,955"
1971304,City of Thieves,David Benioff,"82,424",4.28,48,"3,952"
285205,Blood Bound,Patricia Briggs,"93,726",4.31,59,"3,942"
6950688,Only the Good Spy Young,Ally Carter,"55,241",4.28,52,"3,941"
9659607,The Iron Knight,Julie Kagawa,"68,822",4.23,48,"3,937"
126232,Jaws,Peter Benchley,"110,961",3.96,61,"3,936"
27323,Hiroshima,John Hersey,"45,958",3.95,65,"3,934"
22285,Rant,Chuck Palahniuk,"54,049",3.82,47,"3,934"
133430,Centennial,James A. Michener,"33,671",4.22,57,"3,931"
17717,Labyrinths:  Selected Stories and Other Writings,Jorge Luis Borges,"23,951",4.46,50,"3,924"
4912857,The Angel's Game,Carlos Ruiz Zafón,"79,319",3.87,49,"3,917"
676737,Grendel,John Gardner,"27,755",3.69,57,"3,917"
61535,The Selfish Gene,Richard Dawkins,"104,387",4.12,50,"3,915"
8073,Cloudy With a Chance of Meatballs,Judi Barrett,"107,673",4.15,58,"3,892"
6493208,The Immortal Life of Henrietta Lacks,Rebecca Skloot,"433,000",4.04,56,"3,891"
13312527,The Opportunist,Tarryn Fisher,"43,019",4.22,42,"3,885"
6609765,Out of My Mind,Sharon M. Draper,"75,206",4.37,45,"3,881"
37186,The Miraculous Journey of Edward Tulane,Kate DiCamillo,"60,105",4.34,48,"3,879"
5821978,The Summer I Turned Pretty,Jenny Han,"115,363",3.96,44,"3,867"
3428935,The Warded Man,Peter V. Brett,"82,872",4.27,43,"3,856"
5695,Demons,Fyodor Dostoyevsky,"27,476",4.26,45,"3,851"
6431790,Fang,James Patterson,"52,294",4.07,54,"3,842"
1829709,The Final Warning,James Patterson,"60,922",3.86,54,"3,838"
12543,Bird by Bird: Some Instructions on Writing and Life,Anne Lamott,"59,946",4.23,57,"3,836"
3128411,Bone Crossed,Patricia Briggs,"81,842",4.34,54,"3,828"
13628209,The Boy Who Sneaks in My Bedroom Window,Kirsty Moseley,"56,607",3.95,42,"3,822"
68783,"Girl, Interrupted",Susanna Kaysen,"155,498",3.90,52,"3,819"
9462812,Die for Me,Amy Plum,"49,313",3.99,43,"3,819"
19534,The Brothers K,David James Duncan,"11,895",4.39,46,"3,818"
235718,Succubus Blues,Richelle Mead,"48,032",3.94,50,"3,817"
1371,The Iliad,Homer,"287,009",3.83,51,"3,815"
106085,Masquerade,Melissa de la Cruz,"80,666",3.91,56,"3,811"
9961796,Lola and the Boy Next Door,Stephanie Perkins,"128,067",4.00,45,"3,809"
71865,"Tomorrow, When the War Began",John Marsden,"42,111",4.05,44,"3,809"
16243767,Crossing the Seas: A Diary of My Thoughts,Yuehai Xiao,104,4.46,38,"3,797"
36629470,CAPTIVE,Gabrielle Estres,149,4.79,38,"3,794"
5954,Narcissus and Goldmund,Hermann Hesse,"34,415",4.19,48,"3,787"
44659,Pawn of Prophecy,David Eddings,"77,189",4.16,50,"3,779"
6642715,The Forty Rules of Love,Elif Shafak,"79,535",4.17,41,"3,770"
11553,Boy's Life,Robert McCammon,"19,093",4.33,46,"3,768"
4894,Who Moved My Cheese?,Spencer Johnson,"269,668",3.75,50,"3,760"
51019,Cat's Eye,Margaret Atwood,"46,695",3.92,56,"3,758"
1715,Metamorphoses,Ovid,"49,708",4.04,50,"3,748"
25494343,Lady Midnight,Cassandra Clare,"106,240",4.46,45,"3,745"
10625,Dolores Claiborne,Stephen King,"103,024",3.82,60,"3,742"
9539,The Shadow Rising,Robert Jordan,"134,968",4.21,52,"3,737"
3575676,"Night World, No. 3",L.J. Smith,"60,422",4.20,56,"3,735"
27252,Pope Joan,Donna Woolfolk Cross,"57,853",4.07,50,"3,720"
38210,The Art of Happiness,Dalai Lama XIV,"68,534",4.15,57,"3,718"
7315573,Fall of Giants,Ken Follett,"200,770",4.26,49,"3,714"
16115612,And the Mountains Echoed,Khaled Hosseini,"239,194",4.04,43,"3,709"
13497818,The Casual Vacancy,J.K. Rowling,"261,906",3.28,46,"3,707"
22590,Ubik,Philip K. Dick,"61,636",4.10,46,"3,701"
15812814,Crossed,Ally Condie,"184,699",3.52,49,"3,696"
49540,Les Liaisons dangereuses,Pierre Choderlos de Laclos,"36,015",4.07,49,"3,692"
27208,The Third Policeman,Flann O'Brien,"12,909",4.02,47,"3,686"
21348,Aesop's Fables,Aesop,"101,670",4.05,64,"3,685"
159178,North and South,John Jakes,"51,048",4.19,63,"3,680"
21611,The Forever War,Joe Haldeman,"107,089",4.15,48,"3,679"
822989,"My Story: &quot;A Child Called It&quot;, &quot;The Lost Boy&quot;, &quot;A Man Named Dave&quot;",Dave Pelzer,"9,407",4.18,54,"3,678"
14817,A Scanner Darkly,Philip K. Dick,"65,028",4.04,49,"3,677"
16843726,Nobody Loves a Bigfoot Like a Bigfoot Babe,Simon Okill,137,4.01,38,"3,676"
7905092,Freedom,Jonathan Franzen,"133,996",3.73,43,"3,671"
147915,A Storm of Swords: Blood and Gold,George R.R. Martin,"66,723",4.56,48,"3,669"
18333130,Switch! The Lost Kingdoms of Karibu,Karen  Prince,454,4.19,38,"3,662"
32071,Sons and Lovers,D.H. Lawrence,"39,912",3.62,58,"3,652"
43330,Master of the Game,Sidney Sheldon,"44,239",4.10,45,"3,645"
7540092,Monsters of Men,Patrick Ness,"51,163",4.25,41,"3,625"
4271,About a Boy,Nick Hornby,"113,861",3.79,56,"3,609"
82192,The Crystal Cave,Mary  Stewart,"37,235",4.13,56,"3,607"
1379961,People of the Book,Geraldine Brooks,"105,653",4.01,52,"3,598"
6043849,The Ask and the Answer,Patrick Ness,"55,549",4.21,42,"3,596"
12240419,Table 21,T. Rafael Cimino,380,3.65,36,"3,591"
12812550,Days of Blood &amp; Starlight,Laini Taylor,"105,954",4.20,44,"3,591"
12513614,Captive in the Dark,C.J. Roberts,"60,861",4.00,42,"3,579"
3558003,Lord of Misrule,Rachel Caine,"41,891",4.18,51,"3,577"
544257,Midnight Alley,Rachel Caine,"53,056",4.11,50,"3,565"
227651,Among the Hidden,Margaret Peterson Haddix,"99,530",3.97,49,"3,556"
42607,As You Like It,William Shakespeare,"63,164",3.83,65,"3,544"
284996,The Complete Stories,Flannery O'Connor,"30,129",4.44,52,"3,539"
9833184,The Fiery Heart,Richelle Mead,"55,987",4.38,47,"3,531"
13486632,The Hundred-Year-Old Man Who Climbed Out of the Window and Disappeared,Jonas Jonasson,"147,264",3.82,42,"3,521"
233649,The Great Hunt,Robert Jordan,"178,176",4.21,51,"3,520"
67920,Sybil: The Classic True Story of a Woman Possessed by Sixteen Personalities,Flora Rheta Schreiber,"75,314",4.00,63,"3,518"
412732,The Dharma Bums,Jack Kerouac,"69,468",3.94,48,"3,516"
6448470,Firelight,Sophie Jordan,"55,541",3.88,44,"3,512"
33724,Can You Keep a Secret?,Sophie Kinsella,"306,780",3.83,46,"3,500"
89959,The Constitution of the United States of America,Founding Fathers,"20,758",4.54,53,"3,495"
23316548,The Book of Negroes,Lawrence Hill,"58,016",4.45,41,"3,479"
1166599,The Gathering Storm,Robert Jordan,"104,093",4.35,48,"3,479"
28251,The High Lord,Trudi Canavan,"40,278",4.15,42,"3,470"
5367,The Great Book of Amber,Roger Zelazny,"21,664",4.31,43,"3,450"
3054684,Stargazer,Claudia Gray,"52,200",3.80,50,"3,444"
6931356,The DUFF: Designated Ugly Fat Friend,Kody Keplinger,"153,719",3.85,42,"3,444"
53022,The Collected Poems of W.B. Yeats,W.B. Yeats,"30,550",4.25,54,"3,442"
139069,Endurance: Shackleton's Incredible Voyage,Alfred Lansing,"57,532",4.36,45,"3,438"
8492319,Lover Unleashed,J.R. Ward,"75,202",4.28,48,"3,436"
10611,The Eyes of the Dragon,Stephen King,"84,343",3.93,55,"3,433"
23754,Preludes &amp; Nocturnes,Neil Gaiman,"149,826",4.29,50,"3,427"
284440,Skulduggery Pleasant,Derek Landy,"40,856",4.21,40,"3,426"
10585,Insomnia,Stephen King,"114,101",3.80,51,"3,414"
11966216,Torn,Amanda Hocking,"60,189",4.04,42,"3,410"
8737,The Last Temptation of Christ,Nikos Kazantzakis,"9,846",4.14,48,"3,401"
12657,The Source,James A. Michener,"33,968",4.30,49,"3,396"
34084,The Waste Lands,Stephen King,"144,191",4.24,47,"3,391"
52640,Weaveworld,Clive Barker,"23,508",4.13,45,"3,379"
64216,Guards! Guards!,Terry Pratchett,"125,452",4.32,49,"3,372"
51964,Old Man's War,John Scalzi,"116,086",4.23,44,"3,367"
6708,The Power of Now: A Guide to Spiritual Enlightenment,Eckhart Tolle,"123,010",4.11,43,"3,362"
41899,Fantastic Beasts and Where to Find Them,Newt Scamander,"230,028",3.97,56,"3,362"
2295829,Feast of Fools,Rachel Caine,"46,739",4.17,51,"3,361"
1097,Fast Food Nation: The Dark Side of the All-American Meal,Eric Schlosser,"186,387",3.73,56,"3,360"
3819326,Angels' Blood,Nalini Singh,"61,110",4.11,45,"3,349"
56495,The Purpose Driven Life: What on Earth Am I Here for?,Rick Warren,"185,093",3.90,49,"3,342"
714902,Noughts &amp; Crosses,Malorie Blackman,"35,117",4.23,37,"3,340"
389627,Diary of a Wimpy Kid,Jeff Kinney,"289,371",3.96,44,"3,338"
13033,The Alexandria Quartet,Lawrence Durrell,"10,004",4.17,45,"3,335"
7091488,Dead in the Family,Charlaine Harris,"140,117",3.88,51,"3,333"
10626594,The Scorpio Races,Maggie Stiefvater,"79,206",4.08,42,"3,329"
28249,The Magicians' Guild,Trudi Canavan,"57,882",3.96,43,"3,328"
428263,Eclipse,Stephenie Meyer,"1,203,727",3.69,45,"3,327"
11650,American Pastoral,Philip Roth,"47,157",3.91,48,"3,323"
4345498,Magic Strikes,Ilona Andrews,"57,667",4.44,44,"3,307"
17349,The Demon-Haunted World: Science as a Candle in the Dark,Carl Sagan,"45,180",4.27,37,"3,307"
597790,The Children of Húrin,J.R.R. Tolkien,"50,511",3.95,46,"3,303"
5212771,Carpe Corpus,Rachel Caine,"44,437",4.21,49,"3,288"
42986,War and Remembrance,Herman Wouk,"28,746",4.39,52,"3,287"
7619057,Warm Bodies,Isaac Marion,"93,089",3.93,40,"3,278"
7719245,Paranormalcy,Kiersten White,"84,510",3.91,47,"3,276"
26123136,Beg For Mercy,Lucian Bane,601,4.39,33,"3,276"
68427,Elantris,Brandon Sanderson,"114,617",4.17,40,"3,266"
15505346,On the Island,Tracey Garvis-Graves,"65,875",4.13,41,"3,264"
57913,The Illuminatus! Trilogy,Robert Shea,"13,388",4.00,41,"3,261"
318525,Red Storm Rising,Tom Clancy,"60,697",4.14,43,"3,257"
113310,The Eight,Katherine Neville,"28,299",3.92,42,"3,256"
3992598,The Demigod Files,Rick Riordan,"62,512",4.04,45,"3,253"
8520610,Quiet: The Power of Introverts in a World That Can't Stop Talking,Susan Cain,"234,471",4.04,40,"3,251"
58922,The Runaway Bunny,Margaret Wise Brown,"56,146",4.13,56,"3,239"
193755,The Diving Bell and the Butterfly,Jean-Dominique Bauby,"47,354",4.01,49,"3,237"
42389,"Band of Brothers: E Company, 506th Regiment, 101st Airborne from Normandy to Hitler's Eagle's Nest",Stephen E. Ambrose,"74,674",4.42,41,"3,234"
2115,Atlas Shrugged &amp; The Fountainhead,Ayn Rand,"4,155",4.09,47,"3,232"
19117,Fathers and Sons,Ivan Turgenev,"51,819",3.94,43,"3,225"
667234,The Cat in the Hat Comes Back,Dr. Seuss,"23,205",3.83,59,"3,216"
11947829,Ascend,Amanda Hocking,"54,970",4.08,38,"3,210"
34494,The Wee Free Men,Terry Pratchett,"74,820",4.26,46,"3,208"
476543,The Darkest Night,Gena Showalter,"67,720",4.09,41,"3,206"
69136,The Book of Lost Things,John Connolly,"52,381",3.99,41,"3,205"
24830,The Illustrated Man,Ray Bradbury,"60,854",4.14,53,"3,199"
13089710,The Kill Order,James Dashner,"118,340",3.70,41,"3,189"
112537,Rendezvous with Rama,Arthur C. Clarke,"106,863",4.07,41,"3,189"
2241059,Identical,Ellen Hopkins,"50,199",4.34,38,"3,188"
33609,Katherine,Anya Seton,"25,135",4.18,41,"3,185"
16527,Daughter of Fortune,Isabel Allende,"99,076",3.89,52,"3,185"
12432220,The False Prince,Jennifer A. Nielsen,"55,806",4.23,36,"3,183"
13206900,Winter,Marissa Meyer,"122,685",4.49,38,"3,179"
12853168,Sliding on the Snow Stone,Andy Szpuk,313,4.12,32,"3,172"
38501,Ham on Rye,Charles Bukowski,"64,561",4.16,38,"3,170"
540020,The Day of the Jackal,Frederick Forsyth,"92,566",4.25,49,"3,168"
25460,"Animal, Vegetable, Miracle: A Year of Food Life",Barbara Kingsolver,"89,200",4.04,46,"3,167"
9516,Persepolis: The Story of a Childhood,Marjane Satrapi,"124,781",4.23,44,"3,167"
6138,The Moonstone,Wilkie Collins,"60,734",3.90,48,"3,153"
42058,Richard III,William Shakespeare,"36,076",3.92,53,"3,143"
704043,Kiss of Midnight,Lara Adrian,"53,846",3.93,43,"3,142"
1314332,Before I Die,Jenny Downham,"47,472",3.84,36,"3,137"
318431,Long Walk to Freedom,Nelson Mandela,"49,624",4.32,39,"3,126"
8428064,Demonglass,Rachel Hawkins,"79,828",4.12,42,"3,122"
16102004,Beautiful Bastard,Christina Lauren,"123,409",4.05,38,"3,122"
7603,Reading Lolita in Tehran: A Memoir in Books,Azar Nafisi,"100,748",3.58,46,"3,120"
3690,The Power and the Glory,Graham Greene,"24,131",3.99,48,"3,113"
63033,The Savage Detectives,Roberto Bolaño,"24,712",4.10,36,"3,111"
8659601,The Power of Six,Pittacus Lore,"108,406",4.17,43,"3,110"
10032672,The Language of Flowers,Vanessa Diffenbaugh,"165,140",4.07,38,"3,110"
607639,The Beach,Alex Garland,"59,344",3.92,39,"3,110"
6342491,The Demon King,Cinda Williams Chima,"51,977",4.20,36,"3,108"
1540,The Oedipus Cycle: Oedipus Rex/Oedipus at Colonus/Antigone,Sophocles,"51,839",3.96,52,"3,106"
6381205,Soulless,Gail Carriger,"80,742",3.91,42,"3,100"
3432478,The Forest of Hands and Teeth,Carrie Ryan,"75,630",3.59,40,"3,100"
2677,A Modest Proposal and Other Satirical Works,Jonathan Swift,"13,257",4.04,52,"3,096"
5152561,Fragile Eternity,Melissa Marr,"39,552",3.83,48,"3,096"
1005,Think and Grow Rich: The Landmark Bestseller Now Revised and Updated for the 21st Century,Napoleon Hill,"124,927",4.17,39,"3,096"
16140036,This Man,Jodi Ellen Malpas,"87,246",4.12,38,"3,092"
8600,"Eats, Shoots &amp; Leaves: The Zero Tolerance Approach to Punctuation",Lynne Truss,"86,718",3.87,50,"3,091"
331920,Flipped,Wendelin Van Draanen,"84,194",3.94,40,"3,088"
22288,Haunted,Chuck Palahniuk,"74,567",3.59,40,"3,086"
1162543,Breaking Dawn,Stephenie Meyer,"1,125,004",3.70,43,"3,085"
24983,Doomsday Book,Connie Willis,"38,348",4.03,37,"3,083"
43945,Portnoy's Complaint,Philip Roth,"44,018",3.70,54,"3,076"
2517,My Name is Red,Orhan Pamuk,"34,996",3.83,37,"3,067"
12083,Long Day's Journey Into Night,Eugene O'Neill,"30,538",4.06,46,"3,056"
49338,The Selected Writings of Edgar Allan Poe,Edgar Allan Poe,"1,364",4.29,51,"3,055"
3934321,Nightfall,L.J. Smith,"44,903",3.56,44,"3,052"
325085,Nicholas Nickleby,Charles Dickens,"34,387",3.90,42,"3,049"
19181419,A Bird Without Wings,Roberta Pearce,143,4.27,32,"3,046"
18300212,The Trigger: Hunting the Assassin Who Brought the World to War,Tim Butcher,802,4.15,31,"3,042"
13615,"Death Note, Vol. 1: Boredom",Tsugumi Ohba,"146,727",4.42,39,"3,039"
6587387,Silver Borne,Patricia Briggs,"80,397",4.38,46,"3,038"
8525590,Wither,Lauren DeStefano,"90,655",3.81,36,"3,038"
19351,The Epic of Gilgamesh,Anonymous,"58,855",3.64,47,"3,030"
6581511,Shadowland,Alyson Noel,"72,367",3.66,48,"3,027"
61666,Contact,Carl Sagan,"99,819",4.11,47,"3,023"
9849568,The Human Obsession,Heath Sommer,171,4.16,31,"3,007"
390711,Noble House,James Clavell,"32,618",4.23,47,"3,004"
68487,Royal Assassin,Robin Hobb,"109,391",4.21,37,"3,003"
83143,Tatiana and Alexander,Paullina Simons,"27,356",4.30,34,"3,001"
781787,Out of Africa,Isak Dinesen,"25,757",3.96,51,"2,997"
9593913,Requiem,Lauren Oliver,"111,989",3.74,36,"2,996"
22918050,The Heir,Kiera Cass,"137,668",3.84,35,"2,995"
119829,The Sunne in Splendour,Sharon Kay Penman,"17,263",4.40,37,"2,989"
28381,Dead Souls,Nikolai Gogol,"49,814",3.98,42,"2,988"
18989,"Tinker, Tailor, Soldier, Spy",John le Carré,"52,352",4.04,47,"2,978"
9822,Mrs. Frisby and the Rats of NIMH,Robert C. O'Brien,"146,572",4.13,51,"2,977"
30672,Darkness at Noon,Arthur Koestler,"20,269",4.07,40,"2,974"
23734628,Carry On,Rainbow Rowell,"100,384",4.20,33,"2,973"
161744,Common Sense,Thomas Paine,"23,755",3.97,50,"2,968"
6101138,Wolf Hall,Hilary Mantel,"123,577",3.85,39,"2,965"
95558,Solaris,Stanisław Lem,"52,210",3.98,41,"2,965"
2373,The Bone Collector,Jeffery Deaver,"128,929",4.18,43,"2,962"
77262,Animal Dreams,Barbara Kingsolver,"54,649",4.05,44,"2,961"
166997,Stoner,John  Williams,"61,029",4.28,31,"2,959"
17184,The Invisible Man,H.G. Wells,"101,157",3.62,47,"2,957"
27333,Silent Spring,Rachel Carson,"26,410",3.95,49,"2,953"
7198988,Dark Flame,Alyson Noel,"54,869",3.73,49,"2,951"
49041,New Moon,Stephenie Meyer,"1,227,097",3.52,40,"2,951"
47624,Lirael,Garth Nix,"89,957",4.29,40,"2,950"
43933,Tell No One,Harlan Coben,"88,855",4.11,42,"2,949"
95693,The Blue Castle,L.M. Montgomery,"21,832",4.23,36,"2,949"
394469,Suttree,Cormac McCarthy,"14,461",4.18,33,"2,949"
568236,A Distant Mirror:  The Calamitous 14th Century,Barbara W. Tuchman,"24,056",4.10,43,"2,946"
248484,Book of a Thousand Days,Shannon Hale,"43,087",3.96,39,"2,944"
9557,Sputnik Sweetheart,Haruki Murakami,"79,710",3.82,36,"2,928"
85437,Coma,Robin Cook,"42,467",3.87,50,"2,920"
16046121,After Forever Ends,Melodie Ramone,"1,357",4.04,31,"2,920"
3554772,عزازيل,يوسف زيدان,"41,542",4.06,31,"2,910"
17803,After Dark,Haruki Murakami,"80,781",3.68,35,"2,906"
264158,The Raven,Edgar Allan Poe,"73,081",4.28,43,"2,906"
3140,The Bridge on the Drina,Ivo Andrić,"10,390",4.32,39,"2,899"
20803953,Bully,Penelope Douglas,"75,532",4.14,33,"2,891"
22206,Lullaby,Chuck Palahniuk,"78,556",3.73,38,"2,888"
4447622,Some Girls Bite,Chloe Neill,"51,313",4.01,39,"2,886"
393199,Down and Out in Paris and London,George Orwell,"42,941",4.10,40,"2,884"
47953,"The Black Jewels Trilogy: Daughter of the Blood, Heir to the Shadows, Queen of the Darkness",Anne Bishop,"11,375",4.39,33,"2,882"
12936,Gathering Blue,Lois Lowry,"132,239",3.80,44,"2,876"
43037,"The Call of the Wild, White Fang and Other Stories",Jack London,"17,882",3.97,53,"2,867"
77661,The Daughter of Time,Josephine Tey,"18,607",3.95,41,"2,862"
4835,Haroun and the Sea of Stories,Salman Rushdie,"24,532",4.01,40,"2,862"
61179,Ringworld,Larry Niven,"85,843",3.96,42,"2,860"
18126198,Four: A Divergent Story Collection,Veronica Roth,"123,356",4.09,37,"2,855"
334643,Abhorsen,Garth Nix,"89,405",4.29,39,"2,854"
8662836,Chain Reaction,Simone Elkeles,"52,515",4.11,35,"2,853"
18501652,The Guardian of Secrets and Her Deathly Pact,Jana Petken,974,4.19,29,"2,848"
62530,Thud!,Terry Pratchett,"51,569",4.29,39,"2,848"
37380,The Heart Is a Lonely Hunter,Carson McCullers,"77,641",3.97,35,"2,846"
111450,Quidditch Through the Ages,Kennilworthy Whisp,"110,223",3.86,47,"2,830"
228630,Black Boy,Richard Wright,"41,139",4.03,44,"2,828"
10629,Christine,Stephen King,"161,063",3.73,49,"2,825"
11561469,Reason to Breathe,Rebecca Donovan,"80,162",4.23,34,"2,823"
9917938,Blood Red Road,Moira Young,"53,726",3.93,35,"2,813"
13148,Kiss the Girls,James Patterson,"284,189",3.94,45,"2,805"
80176,"Winesburg, Ohio",Sherwood Anderson,"25,701",3.84,36,"2,803"
15753740,The Storyteller,Jodi Picoult,"131,318",4.27,32,"2,796"
11607446,The Wishing Spell,Chris Colfer,"63,022",4.22,33,"2,786"
6174,Survival in Auschwitz,Primo Levi,"34,384",4.28,36,"2,780"
310146,The True Confessions of Charlotte Doyle,Avi,"71,573",3.81,41,"2,770"
1472878,Firefly Lane,Kristin Hannah,"136,920",4.05,36,"2,768"
5544,"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",Richard Feynman,"105,658",4.29,35,"2,766"
9418327,Bossypants,Tina Fey,"648,039",3.95,37,"2,764"
149196,Eva Luna,Isabel Allende,"31,771",3.95,44,"2,762"
17347389,The Dream Thieves,Maggie Stiefvater,"93,228",4.27,31,"2,757"
104089,Tigana,Guy Gavriel Kay,"34,481",4.12,35,"2,756"
51428,Rebel Angels,Libba Bray,"89,382",3.97,40,"2,755"
140963,O Pioneers!,Willa Cather,"37,190",3.85,44,"2,752"
19581,Ghost Story,Peter Straub,"57,132",3.95,39,"2,750"
6050678,Leviathan,Scott Westerfeld,"75,330",3.91,35,"2,747"
359375,Night Watch,Sergei Lukyanenko,"34,029",3.97,35,"2,740"
31332,The Vampire Armand,Anne Rice,"58,725",3.75,42,"2,734"
16113791,The Coincidence of Callie &amp; Kayden,Jessica Sorensen,"102,874",4.20,33,"2,734"
89723,The Lottery and Other Stories,Shirley Jackson,"53,003",4.06,49,"2,725"
752900,Medea,Euripides,"44,663",3.84,52,"2,724"
784911,Rise of the Evening Star,Brandon Mull,"90,790",4.15,35,"2,720"
9593,Galápagos,Kurt Vonnegut,"55,963",3.87,38,"2,719"
59715,The Authoritative Calvin and Hobbes: A Calvin and Hobbes Treasury,Bill Watterson,"18,693",4.73,42,"2,716"
9761771,Pure,Jennifer L. Armentrout,"49,068",4.33,36,"2,716"
99298,The Harry Potter Collection 1-4,J.K. Rowling,"46,079",4.66,42,"2,714"
7100490,The Forbidden Game,L.J. Smith,"19,841",4.19,33,"2,711"
63032,2666,Roberto Bolaño,"23,495",4.21,33,"2,710"
11138,Mere Christianity,C.S. Lewis,"213,126",4.31,34,"2,710"
32439,Intensity,Dean Koontz,"62,861",4.04,34,"2,708"
43369,god is Not Great: How Religion Poisons Everything,Christopher Hitchens,"72,755",3.96,36,"2,708"
22299763,Crooked Kingdom,Leigh Bardugo,"69,479",4.62,29,"2,704"
14064,I Am Legend,Richard Matheson,"64,106",4.06,34,"2,703"
20359114,Presence,Perie Wolford,179,3.76,27,"2,700"
26004546,Lips of a Mastodon,Ted Bernal Guevara,42,4.50,27,"2,700"
38787,Pedro Páramo,Juan Rulfo,"28,151",4.04,31,"2,698"
13927,Son of the Shadows,Juliet Marillier,"24,362",4.32,32,"2,681"
12930,Messenger,Lois Lowry,"92,613",3.90,41,"2,679"
929782,Martin Eden,Jack London,"16,183",4.40,32,"2,679"
1428,By the River Piedra I Sat Down and Wept,Paulo Coelho,"73,362",3.57,35,"2,676"
9761778,Deity,Jennifer L. Armentrout,"43,390",4.40,35,"2,675"
106264,"Sarah, Plain and Tall",Patricia MacLachlan,"61,257",3.73,51,"2,674"
383206,Wives and Daughters,Elizabeth Gaskell,"35,827",4.08,37,"2,672"
78129,Killing Floor,Lee Child,"190,882",4.04,38,"2,670"
85443,The Lords of Discipline,Pat Conroy,"21,676",4.28,38,"2,663"
10566,Lisey's Story,Stephen King,"57,195",3.65,39,"2,663"
84145,Dance with the Devil,Sherrilyn Kenyon,"55,410",4.39,38,"2,662"
4932435,Finnikin of the Rock,Melina Marchetta,"34,372",3.93,31,"2,660"
93724,Twilight,Meg Cabot,"34,957",4.26,36,"2,659"
11084145,Steve Jobs,Walter Isaacson,"643,070",4.10,29,"2,648"
1869,Nickel and Dimed: On (Not) Getting By in America,Barbara Ehrenreich,"159,962",3.60,47,"2,646"
30474,The Communist Manifesto,Karl Marx,"75,028",3.52,45,"2,641"
10757833,Beautiful Chaos,Kami Garcia,"83,094",3.95,36,"2,633"
3273,Moloka'i,Alan Brennert,"84,236",4.15,35,"2,632"
161099,"Good Night, Mr. Tom",Michelle Magorian,"31,697",4.28,34,"2,629"
7673244,Carnal: Somewhere Over 40 Winks,Rom LcO'Feer,89,3.69,26,"2,600"
38462,Giovanni's Room,James Baldwin,"32,314",4.22,33,"2,594"
12294652,My Life Next Door,Huntley Fitzpatrick,"113,040",4.02,29,"2,592"
61975,Dragonflight,Anne McCaffrey,"105,667",4.10,43,"2,590"
1274,"Men Are from Mars, Women Are from Venus",John Gray,"134,418",3.53,41,"2,589"
46165,This Side of Paradise,F. Scott Fitzgerald,"49,422",3.68,33,"2,588"
31244,Our Mutual Friend,Charles Dickens,"21,449",4.07,33,"2,585"
16155612,The Orb of Truth,Brae Wyckoff,270,3.78,26,"2,585"
4556058,The Last Olympian,Rick Riordan,"520,945",4.50,33,"2,585"
16282066,Significance,Shelly Crane,"38,634",4.12,30,"2,583"
59264,Ptolemy's Gate,Jonathan Stroud,"71,362",4.24,30,"2,582"
8698,"So Long, and Thanks for All the Fish",Douglas Adams,"114,505",4.08,42,"2,578"
13600318,Reckless,S.C. Stephens,"72,629",4.42,31,"2,578"
16255,Tales of the City,Armistead Maupin,"28,593",4.06,35,"2,572"
13223520,Existence,Abbi Glines,"53,460",3.94,35,"2,568"
18692431,"Everything, Everything",Nicola Yoon,"193,646",4.10,27,"2,568"
12321,Beyond Good and Evil,Friedrich Nietzsche,"44,752",4.01,38,"2,567"
127459,The Sweet Far Thing,Libba Bray,"58,557",3.97,36,"2,564"
27037,Confessions,Augustine of Hippo,"35,190",3.89,41,"2,564"
